date,mid_price,ask_price,bid_price
2024-06-21 05:13:00,1.50525,1.50525,1.50525
2024-06-21 05:15:00,1.50521,1.50521,1.50521
2024-06-21 05:16:00,1.50521,1.50521,1.50521
2024-06-21 05:18:00,1.50519,1.50519,1.50519
2024-06-21 05:19:00,1.50516,1.50516,1.50516
2024-06-21 05:21:00,1.50534,1.50534,1.50534
2024-06-21 05:22:00,1.50534,1.50534,1.50534
2024-06-21 05:23:00,1.50525,1.50525,1.50525
2024-06-21 05:25:00,1.50528,1.50528,1.50528
2024-06-21 05:26:00,1.50537,1.50537,1.50537
2024-06-21 05:28:00,1.50539,1.50539,1.50539
2024-06-21 05:29:00,1.50543,1.50543,1.50543
2024-06-21 05:31:00,1.50543,1.50543,1.50543
2024-06-21 05:32:00,1.50562,1.50562,1.50562
2024-06-21 05:34:00,1.50562,1.50562,1.50562
2024-06-21 05:35:00,1.50564,1.50564,1.50564
2024-06-21 05:37:00,1.50582,1.50582,1.50582
2024-06-21 05:38:00,1.50582,1.50582,1.50582
2024-06-21 05:39:00,1.50575,1.50575,1.50575
2024-06-21 05:41:00,1.50575,1.50575,1.50575
2024-06-21 05:42:00,1.50568,1.50568,1.50568
2024-06-21 05:44:00,1.50571,1.50571,1.50571
2024-06-21 05:45:00,1.50568,1.50568,1.50568
2024-06-21 05:47:00,1.50553,1.50553,1.50553
2024-06-21 05:48:00,1.50562,1.50562,1.50562
2024-06-21 05:50:00,1.50562,1.50562,1.50562
2024-06-21 05:51:00,1.50555,1.50555,1.50555
2024-06-21 05:53:00,1.50559,1.50559,1.50559
2024-06-21 05:54:00,1.50566,1.50566,1.50566
2024-06-21 05:55:00,1.50573,1.50573,1.50573
2024-06-21 05:57:00,1.50582,1.50582,1.50582
2024-06-21 05:58:00,1.50573,1.50573,1.50573
2024-06-21 06:00:00,1.50301,1.50301,1.50301
2024-06-21 06:01:00,1.50301,1.50301,1.50301
2024-06-21 06:03:00,1.50335,1.50335,1.50335
2024-06-21 06:04:00,1.50319,1.50319,1.50319
2024-06-21 06:06:00,1.50288,1.50288,1.50288
2024-06-21 06:07:00,1.50288,1.50288,1.50288
2024-06-21 06:08:00,1.50277,1.50277,1.50277
2024-06-21 06:10:00,1.50301,1.50301,1.50301
2024-06-21 06:11:00,1.50326,1.50326,1.50326
2024-06-21 06:13:00,1.50324,1.50324,1.50324
2024-06-21 06:14:00,1.50367,1.50367,1.50367
2024-06-21 06:16:00,1.50403,1.50403,1.50403
2024-06-21 06:17:00,1.50437,1.50437,1.50437
2024-06-21 06:19:00,1.50462,1.50462,1.50462
2024-06-21 06:20:00,1.50435,1.50435,1.50435
2024-06-21 06:22:00,1.50442,1.50442,1.50442
2024-06-21 06:23:00,1.50457,1.50457,1.50457
2024-06-21 06:24:00,1.50437,1.50437,1.50437
2024-06-21 06:26:00,1.50437,1.50437,1.50437
